Organization,Program,2017-18 - Expenditures,2018-19 - Expenditures,2019-20 - Expenditures,2020-21 - Expenditures,2021-22 - Expenditures,2023-24 - Planned Spending,2024-25 - Planned Spending,2025-26 - Planned Spending
Office of the Commissioner for Federal Judicial Affairs Canada,Canadian Judicial Council,0,3089423.45,2725829.46,2738668.05,3000310.91,2828848,2828848,2828848
Office of the Commissioner for Federal Judicial Affairs Canada,Internal Services,726800,0,0,0,0,0,0,0
Office of the Commissioner for Federal Judicial Affairs Canada,Internal Services,0,726792,726800,726800,726800,726800,726800,726800
Fisheries and Oceans Canada,Fisheries Protection,84492067.68,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Small Craft Harbours,211082435.37,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Species at Risk,21094634.72,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Fisheries Management,0,75559144.94,103176344.14,217921344.75,135223230.36,132206523,101781063,98869018
Fisheries and Oceans Canada,Aboriginal Programs and Treaties,0,104993898.44,162474355.45,154734207.36,468967677.18,232347373,170071905,165234457
Fisheries and Oceans Canada,Aquaculture Management,0,20366430.52,17518681.2,16886348.34,15174649.38,11489450,10251449,10252714
Fisheries and Oceans Canada,Salmonid Enhancement,0,35443502.57,37990809.82,42002267.27,38469443.17,63758904,69377419,69824705
Fisheries and Oceans Canada,International Engagement,0,17055814.24,13375135.28,13118857.98,15119178.42,10625294,10625294,10625975
Fisheries and Oceans Canada,Small Craft Harbours,0,170442450.99,233589862.14,164836999.38,151221000.9,176642349,116590546,96022071
Fisheries and Oceans Canada,Conservation and Protection,0,116142958.49,132829077.9,140888027.72,155655667.99,163715214,179196692,181758902
Fisheries and Oceans Canada,Aquatic Animal Health,0,6682957.03,6433914.03,6494648.89,6299925.76,5716699,5716699,5718701
Fisheries and Oceans Canada,Biotechnology and Genomics,0,3412477.36,4257856.36,4306847.51,4771664.15,3260423,2858264,2859279
Fisheries and Oceans Canada,Aquaculture Science,0,11433747.94,16443816.83,16574927.7,15795954.12,15754576,15754576,15754576
Fisheries and Oceans Canada,Fisheries Science,0,117619453.19,135662036.43,142226680.46,158731389.7,161811220,158763035,159493594
Fisheries and Oceans Canada,Economics and Statistics,0,2622812.52,6553113.45,8762402.54,11342007.18,11806597,10538888,10355192
Fisheries and Oceans Canada,Fish and Seafood Sector,0,0,0,59638631.46,68899729.89,107379159,84060328,66508396
Fisheries and Oceans Canada,Fish and Fish Habitat Protection,0,61056490.26,99450595.21,136310479.73,106964101.85,91867157,70569153,66431284
Fisheries and Oceans Canada,Aquatic Invasive Species,0,18612342.24,14844311.63,15858786.39,16107723.42,27695160,28228060,28510276
Fisheries and Oceans Canada,Species at Risk,0,31928869.92,37267846.51,42897001.97,49176745.01,31717501,31304607,31435640
Fisheries and Oceans Canada,Marine Planning and Conservation,0,27356372.28,30542473.55,30515331.54,48207017.95,88809670,90044927,86252525
Fisheries and Oceans Canada,Aquatic Ecosystem Science,0,67567800.83,101243878.46,103615521.37,108823557.02,119711281,115089190,113650137
Fisheries and Oceans Canada,Oceans and Climate Change Science,0,31518912.42,25944153.22,23694433.83,29936267.25,14357970,14357970,14358377
Fisheries and Oceans Canada,Aquatic Ecosystems Economics,0,1247708.87,2313356.98,1913941.9,0,0,0,0
Fisheries and Oceans Canada,Icebreaking Services,0,21285184.02,24046383.34,7923211.36,20053418.01,13461827,13461827,13461852
Fisheries and Oceans Canada,Aids to Navigation,0,29251457.22,32489891.44,1712058.37,2908973.42,9214003,9299456,4469500
Fisheries and Oceans Canada,Waterways Management,0,4421421.63,5887581,8528837,7170384.65,7292456,7292456,7294837
Fisheries and Oceans Canada,Marine Communications and Traffic Services,0,40316637.14,42592702.97,41723771.62,40668838.02,41768102,40903895,40908219
Fisheries and Oceans Canada,Shore-based Asset Readiness,0,898676663.69,176660045.3,183845714.99,210165642.34,201795401,198429970,186828074
Fisheries and Oceans Canada,"Hydrographic Services, Data and Science",0,49583143.97,51210473.9,42169283.02,42379713.03,41667189,41727189,41130273
Fisheries and Oceans Canada,Search and Rescue,0,60721018.28,68403245.5,59257490.89,53629224.95,58434840,59784340,59524759
Fisheries and Oceans Canada,Environmental Response,0,58783276.15,47284914.55,61052925.99,91350391.53,125582225,112816235,95425116
Fisheries and Oceans Canada,Maritime Security,0,8166211.81,7955252.09,7743486.7,7184574.05,10376399,10395098,10376429
Fisheries and Oceans Canada,Fleet Operational Capability,0,569930783.82,669139627.63,437434353.42,408142651.68,368734605,354419750,355662573
Fisheries and Oceans Canada,Fleet Maintenance,0,29008.78,23801521.63,308650692.15,336359941.51,502612468,509130090,369639823
Fisheries and Oceans Canada,Fleet Procurement,0,121069898.9,232471882.64,259688828.95,356742535.9,658216234,691324193,1265876909
Fisheries and Oceans Canada,Canadian Coast Guard College,0,23819741.15,25017541.3,26712516.39,23488137.89,16937820,16937820,16940679
Fisheries and Oceans Canada,Climate Change Adaptation Program,2895964.61,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Integrated Fisheries Management,185181168.37,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Oceans Management,74876141.81,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Aboriginal Strategies and Governance,91312341.59,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Sustainable Aquaculture Program,29198486.1,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Aquatic Animal Health,7742414.3,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Biotechnology and Genomics,3544414.34,0,0,0,0,0,0,0
Fisheries and Oceans Canada,International Engagement,17196875.4,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Marine Navigation,60259186.58,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Territorial Delineation,888900.04,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Compliance and Enforcement,113940333.61,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Salmonid Enhancement Program,30964881.19,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Internal Services,491728149.39,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Management and Oversight Services,0,53366961.12,53702301.86,53907399.61,80946255.5,75872863,73697488,73388955
Fisheries and Oceans Canada,Communications Services,0,18361842.32,18481897.55,20292117.07,24906621.9,19196236,18569262,18488046
Fisheries and Oceans Canada,Legal Services,0,12137425.34,90190269.76,14908479.33,13910347.08,19689135,19331095,18992328
Fisheries and Oceans Canada,Human Resources Management Services,0,36386041.54,40969013.56,44231526.76,55162765.8,42298442,42234087,42120846
Fisheries and Oceans Canada,Financial Management Services,0,24665694.3,37650226.84,72163535.22,61819410.96,62854120,64286572,64605024
Fisheries and Oceans Canada,Information Management Services,0,9020093.04,9191455.55,10590934.44,7890071.9,14240476,14262832,14242100
Fisheries and Oceans Canada,Information Technology Services,0,53163400.58,61118546.42,68143076.44,94650511.3,63201989,63144596,62861103
Fisheries and Oceans Canada,Real Property Management Services,0,261281035.45,227510572.92,262835689.63,198665962.32,275578902,298426802,257384503
Fisheries and Oceans Canada,Materiel Management Services,0,3936544.03,4551591.22,6166833.97,8143375.75,5899438,5826901,5793484
Fisheries and Oceans Canada,Acquisition Management Services,0,3473440.59,3831926.41,4106929.67,7640841.12,5752656,5516180,5379601
Fisheries and Oceans Canada,Environmental Response Services,35408137.19,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Search and Rescue Services,44603058.69,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Marine Communications and Traffic Services,43803924.05,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Maritime Security,9676164.22,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Fleet Operational Readiness,815795770.86,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Shore-Based Asset Readiness,158693928.69,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Canadian Coast Guard College,19397194.14,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Hydrographic Products and Services,44407123.92,0,0,0,0,0,0,0
Fisheries and Oceans Canada,Ocean Forecasting,22280671,0,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Business innovation and growth,0,167181509.78,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Vitality of communities,0,94253610.8,86433276.54,88045190.63,98750860.66,90184924,76942328,76986280
Canada Economic Development for Quebec Regions,Targeted or temporary support,0,11962805.95,48892692.95,259063942.27,142196476.14,202671532,12089464,2680450
Canada Economic Development for Quebec Regions,Regional Innovation,0,0,168570561.23,180690391.53,178095417.74,168577078,126036236,126166054
Canada Economic Development for Quebec Regions,Business Development,155116782.73,0,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Regional Economic Development,37227110.72,0,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Strengthening Community Economies,99446695.53,0,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Internal Services,19638152.63,0,0,0,0,0,0,0
Canada Economic Development for Quebec Regions,Internal Services,0,19738917,20726195.59,22576373.83,24794975.95,23236106,20116835,20081511
Financial Transactions and Reports Analysis Centre of Canada,Financial Intelligence Program,25228215.26,0,0,0,0,0,0,0
Financial Transactions and Reports Analysis Centre of Canada,Compliance Program,21475777.01,0,0,0,0,0,0,0
Financial Transactions and Reports Analysis Centre of Canada,Compliance Program,0,17093463.45,18219982.2,19553711.13,24669224.78,30206628,31351768,31547533
Financial Transactions and Reports Analysis Centre of Canada,Strategic Policy and Reviews,0,393273.4,554783.4,390702.59,689923.74,612939,778851,762296
Financial Transactions and Reports Analysis Centre of Canada,Financial Intelligence Program,0,14338979.73,14250549.43,16181504.24,19029390.09,21619540,24375459,24481362
Financial Transactions and Reports Analysis Centre of Canada,"Strategic Intelligence, Research and Analytics",0,1579207.16,1514488.96,1191533.46,1529027.09,3482695,3890816,3845616
Financial Transactions and Reports Analysis Centre of Canada,Internal Services,8543797.64,0,0,0,0,0,0,0
Financial Transactions and Reports Analysis Centre of Canada,Internal Services,0,17986364.17,20742961.67,24393503.03,31110709.04,60572895,56028736,42121770
Office of the Secretary to the Governor General,Governor General Support,17193315.52,0,0,0,0,0,0,0
Office of the Secretary to the Governor General,Governor General Support,0,15792798.01,15372214.02,14898575.98,14393716.72,16909066,16909066,16909066
Office of the Secretary to the Governor General,Internal Services,6263246.08,0,0,0,0,0,0,0
Office of the Secretary to the Governor General,Internal Services,0,7384304.28,7808790.06,9778599.5,9460112.66,7345827,7345827,7345827
Public Services and Procurement Canada,Acquisitions,176079525.76,0,0,0,0,0,0,0
Public Services and Procurement Canada,Federal Pay and Pension Administration,199106710.2,0,0,0,0,0,0,0
Public Services and Procurement Canada,Accommodation Management and Real Property Services,2745566126.97,0,0,0,0,0,0,0
Public Services and Procurement Canada,Receiver General for Canada,104426411.02,0,0,0,0,0,0,0
Public Services and Procurement Canada,Linguistic Management and Services,70736667.79,0,0,0,0,0,0,0
Public Services and Procurement Canada,Specialized Programs and Services,42646060.83,0,0,0,0,0,0,0
Public Services and Procurement Canada,Procurement Ombudsman,3776030.45,0,0,0,0,0,0,0
Public Services and Procurement Canada,Procurement Leadership,0,112363073.33,90472085.49,196274740.74,122202426.31,0,0,0
Public Services and Procurement Canada,Procurement Services,0,71991425.04,70272886.46,309524711.34,126409735.47,0,0,0
Public Services and Procurement Canada,Procurement Program,0,0,0,0,0,165857889,156827378,157440393
Public Services and Procurement Canada,Federal Pay Administration,0,325436029.04,395682513.39,438002845.75,427488620.35,138371245,140881532,140596989
Public Services and Procurement Canada,Federal pension Administration,0,21360257.64,22216371.41,28130207.15,23964535.72,18334518,16394349,16620014
Public Services and Procurement Canada,Payments Instead of Property Taxes to Local Governments,0,2192403.98,6204565.53,41685677.72,8597875.4,6116219,6116219,6116219
Public Services and Procurement Canada,Payments and Revenue Collection,0,88635612.4,93315575.92,81337944.56,93320484.82,126776008,126826245,126609674
Public Services and Procurement Canada,Government-Wide Accounting and Reporting,0,12169901.03,12402320.21,14205870.26,15966384.29,15891827,15891827,15891827
Public Services and Procurement Canada,Cape Breton Operations (CBO) - HR Legacy Benefits,0,20083124.31,18172544.17,16732751.8,14870801.32,13210334,12218901,11848599
Public Services and Procurement Canada,Federal Accommodation and Infrastructure,0,2166201901.84,2085031204.33,2277021027.36,2333963841.63,3059507157,2891894038,3012205725
Public Services and Procurement Canada,Real Property Services,0,2208363.2,5874681.68,-16236118.87,-26816378.89,3500000,27700000,10200000
Public Services and Procurement Canada,Parliament Hill and Surroundings,0,652023805.37,526466761.96,486145277.79,506420705.48,339516654,500922802,604794203
Public Services and Procurement Canada,Cape Breton Operations (CBO) - Portfolio Management,0,8732392.48,9060368.97,8083883.29,8391250.14,7998654,6453267,6295222
Public Services and Procurement Canada,Linguistic services,0,61624419,79724456.81,90847801.97,85637183.48,84061612,71649266,70109542
Public Services and Procurement Canada,Information Services,0,15863137.87,17184656.67,16338854.66,15029668.44,16260618,15265284,15270020
Public Services and Procurement Canada,Government-wide Corporate Services,0,-2587604.7,14922332.67,26599102.6,15289576.87,6643577,6688874,6734851
Public Services and Procurement Canada,Document Imaging Services,0,3076176.86,3490387.51,7271747.8,689798.71,2923764,2898996,3047603
Public Services and Procurement Canada,Asset Disposal,0,1663153.44,3193099.24,4728631.79,3502638.19,3059054,3073777,3135374
Public Services and Procurement Canada,Service Management,0,7136441.99,3316997.51,2581649.01,2681397.76,3382682,3382682,3382682
